No.,Year.Built,BuildingArea,AreaUnits,Type,County,City,Price.USD
401,0,0,Acres,LOT,Oconee County,Bishop,125000
402,0,0,Acres,LOT,Oconee County,Bishop,125000
403,0,0,Acres,LOT,Oconee County,Bishop,125000
404,0,0,Acres,LOT,Oconee County,Bishop,125000
405,0,0,Acres,LOT,Oconee County,Bishop,125000
406,0,0,Acres,LOT,Oconee County,Bishop,125000
407,0,0,Acres,LOT,Oconee County,Bishop,125000
408,0,0,Acres,LOT,Oconee County,Bishop,125000
409,0,0,Acres,LOT,Oconee County,Bishop,125000
410,0,0,Acres,LOT,Oconee County,Bishop,2225000
411,0,0,Acres,LOT,Oconee County,Bishop,85000
412,1984,0,Acres,MULTI_FAMILY,Gwinnett County,Lawrenceville,315000
413,1980,2007,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,289900
414,1993,1927,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,265000
415,2003,2198,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,349900
416,1987,1356,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,260000
417,2016,1344,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,296000
418,1988,1074,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,199900
419,2021,2145,sqft,TOWNHOUSE,Gwinnett County,Lawrenceville,367832
420,1986,0,Acres,MULTI_FAMILY,Gwinnett County,Lawrenceville,299900
421,2002,1414,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,250000
422,1995,6250,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,865000
423,1999,2467,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,335000
424,1977,0,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,231900
425,1985,0,Acres,MULTI_FAMILY,Gwinnett County,Lawrenceville,319000
426,1938,1808,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,190000
427,1989,1752,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,275000
428,1984,0,Acres,MULTI_FAMILY,Gwinnett County,Lawrenceville,325000
429,2003,2278,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,280000
430,1983,0,Acres,MULTI_FAMILY,Gwinnett County,Lawrenceville,310000
431,0,0,Acres,LOT,Gwinnett County,Lawrenceville,45000
432,1920,2372,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,265000
433,1908,0,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,725000
434,1974,0,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,259900
435,1982,3016,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,659000
436,0,0,Acres,LOT,Gwinnett County,Lawrenceville,110000
437,0,0,Acres,LOT,Gwinnett County,Lawrenceville,99900
438,2021,3203,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,529900
439,1968,0,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,335000
440,2021,2930,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,499900
441,0,0,Acres,LOT,Gwinnett County,Lawrenceville,534900
442,0,0,Acres,LOT,Gwinnett County,Lawrenceville,69000
443,0,0,Acres,LOT,Gwinnett County,Lawrenceville,481000
444,0,0,Acres,LOT,Gwinnett County,Lawrenceville,1050000
445,0,0,Acres,LOT,Gwinnett County,Lawrenceville,485000
446,0,0,Acres,LOT,Gwinnett County,Lawrenceville,675000
447,1964,2140,Acres,SINGLE_FAMILY,Jenkins County,Perkins,249900
448,0,0,Acres,LOT,Glascock County,Mitchell,10000
449,0,0,Acres,LOT,Glascock County,Mitchell,240000
450,0,0,Acres,LOT,Talbot County,Junction City,536800
451,0,0,Acres,LOT,Talbot County,Junction City,1250000
452,0,0,Acres,LOT,Talbot County,Junction City,37500
453,1978,2072,Acres,SINGLE_FAMILY,Douglas County,Winston,400000
454,1975,2253,Acres,SINGLE_FAMILY,Douglas County,Winston,195000
455,1899,1178,Acres,SINGLE_FAMILY,Douglas County,Winston,85000
456,2000,4765,Acres,SINGLE_FAMILY,Douglas County,Winston,749900
457,1975,1512,Acres,SINGLE_FAMILY,Douglas County,Winston,279000
458,0,0,Acres,LOT,Douglas County,Winston,114900
459,1999,7108,Acres,SINGLE_FAMILY,Douglas County,Winston,774900
460,0,0,Acres,LOT,Douglas County,Winston,36500
461,0,0,sqft,LOT,Douglas County,Winston,80000
462,0,0,Acres,LOT,Douglas County,Winston,40000
463,0,0,Acres,LOT,Douglas County,Winston,70000
464,0,0,Acres,LOT,Douglas County,Winston,70000
465,1985,3137,Acres,SINGLE_FAMILY,Douglas County,Winston,425000
466,1983,0,Acres,LOT,Douglas County,Winston,400000
467,1997,3341,Acres,SINGLE_FAMILY,Douglas County,Winston,799000
468,2021,0,sqft,SINGLE_FAMILY,Douglas County,Winston,329900
469,1956,2404,Acres,SINGLE_FAMILY,Douglas County,Winston,325000
470,1899,1680,Acres,SINGLE_FAMILY,Douglas County,Winston,249995
471,2000,1901,Acres,SINGLE_FAMILY,Douglas County,Winston,547000
472,0,0,Acres,LOT,Douglas County,Winston,40000
473,1973,6620,Acres,SINGLE_FAMILY,Douglas County,Winston,725000
474,1960,1794,Acres,SINGLE_FAMILY,Douglas County,Winston,380000
475,1995,5965,Acres,SINGLE_FAMILY,Douglas County,Winston,600000
476,2008,6422,Acres,SINGLE_FAMILY,Douglas County,Winston,2499000
477,1997,2863,Acres,SINGLE_FAMILY,Douglas County,Winston,398500
478,1993,3472,Acres,SINGLE_FAMILY,Douglas County,Winston,347000
479,1988,4788,Acres,SINGLE_FAMILY,Douglas County,Winston,949000
480,2021,3016,Acres,SINGLE_FAMILY,Douglas County,Winston,685425
481,2021,3752,Acres,SINGLE_FAMILY,Douglas County,Winston,775850
482,2021,3077,Acres,SINGLE_FAMILY,Douglas County,Winston,760800
483,0,0,Acres,LOT,Pickens County,Marble Hill,1250000
484,0,0,Acres,LOT,Pickens County,Marble Hill,70000
485,1997,3920,Acres,SINGLE_FAMILY,Dawson County,Marble Hill,669900
486,0,0,Acres,LOT,Pickens County,Marble Hill,79900
487,1960,960,Acres,SINGLE_FAMILY,Pickens County,Marble Hill,74900
488,0,0,Acres,LOT,Pickens County,Marble Hill,175000
489,0,0,Acres,LOT,Pickens County,Marble Hill,200000
490,0,0,Acres,LOT,Pickens County,Marble Hill,46590
491,1920,902,sqft,CONDO,Fulton County,Atlanta,240000
492,1921,2700,sqft,CONDO,Fulton County,Atlanta,1300000
493,1913,0,sqft,CONDO,Fulton County,Atlanta,215200
494,1913,1188,sqft,CONDO,Fulton County,Atlanta,325000
495,2000,1332,sqft,CONDO,Fulton County,Atlanta,317000
496,1913,860,sqft,CONDO,Fulton County,Atlanta,185000
497,2000,900,sqft,CONDO,Fulton County,Atlanta,234900
498,2006,917,sqft,CONDO,Fulton County,Atlanta,0
499,0,0,Acres,LOT,Crawford County,Musella,65000
500,2013,4269,Acres,SINGLE_FAMILY,Cobb County,Smyrna,689900
501,2003,3205,sqft,TOWNHOUSE,Cobb County,Smyrna,394000
502,2005,3823,sqft,SINGLE_FAMILY,Cobb County,Smyrna,675000
503,1968,3286,sqft,SINGLE_FAMILY,Cobb County,Smyrna,450000
504,2003,4520,Acres,SINGLE_FAMILY,Cobb County,Smyrna,545000
505,1971,1412,Acres,SINGLE_FAMILY,Cobb County,Smyrna,300000
506,2004,9412,Acres,SINGLE_FAMILY,Cobb County,Smyrna,2500000
507,1955,1000,sqft,SINGLE_FAMILY,Cobb County,Smyrna,310000
508,1986,2480,Acres,SINGLE_FAMILY,Cobb County,Smyrna,345900
509,1966,2163,Acres,SINGLE_FAMILY,Cobb County,Smyrna,350000
510,1972,1812,sqft,SINGLE_FAMILY,Cobb County,Smyrna,395000
511,2006,2936,sqft,SINGLE_FAMILY,Cobb County,Smyrna,525000
512,2000,1928,sqft,TOWNHOUSE,Cobb County,Smyrna,289000
513,1984,2410,Acres,SINGLE_FAMILY,Cobb County,Smyrna,380000
514,2011,2980,sqft,SINGLE_FAMILY,Cobb County,Smyrna,475000
515,1981,0,Acres,SINGLE_FAMILY,Cobb County,Smyrna,462900
516,2007,3110,Acres,SINGLE_FAMILY,Cobb County,Smyrna,550000
517,1987,1498,Acres,SINGLE_FAMILY,Cobb County,Smyrna,320000
518,2006,4224,sqft,SINGLE_FAMILY,Cobb County,Smyrna,625000
519,1963,1050,Acres,SINGLE_FAMILY,Cobb County,Smyrna,319900
520,1981,2270,Acres,SINGLE_FAMILY,Cobb County,Smyrna,399000
521,1977,2562,Acres,SINGLE_FAMILY,Cobb County,Smyrna,425000
522,2018,3779,Acres,SINGLE_FAMILY,Cobb County,Smyrna,1200000
523,1996,0,Acres,SINGLE_FAMILY,Cobb County,Smyrna,415900
524,1959,1371,sqft,SINGLE_FAMILY,Cobb County,Smyrna,345000
525,0,0,Acres,LOT,Cobb County,Smyrna,110000
526,2010,2157,sqft,TOWNHOUSE,Cobb County,Smyrna,340000
527,1963,2592,Acres,SINGLE_FAMILY,Cobb County,Smyrna,369900
528,1961,1974,Acres,SINGLE_FAMILY,Cobb County,Smyrna,479900
529,1965,1609,sqft,SINGLE_FAMILY,Cobb County,Smyrna,299900
530,2008,0,Acres,SINGLE_FAMILY,Lanier County,Lakeland,389000
531,0,0,Acres,LOT,Lanier County,Lakeland,539000
532,1975,0,Acres,SINGLE_FAMILY,Lanier County,Lakeland,185500
533,2000,0,Acres,MULTI_FAMILY,Lanier County,Lakeland,425000
534,0,0,Acres,LOT,Lanier County,Lakeland,342200
535,0,0,Acres,LOT,Lanier County,Lakeland,65900
536,0,0,Acres,LOT,Lanier County,Lakeland,19900
537,1988,0,Acres,SINGLE_FAMILY,Lanier County,Lakeland,239900
538,2021,0,Acres,SINGLE_FAMILY,Lanier County,Lakeland,279900
539,0,0,Acres,LOT,Lanier County,Lakeland,13000
540,0,0,Acres,LOT,Lanier County,Lakeland,32900
541,0,0,Acres,LOT,Lanier County,Lakeland,32900
542,0,0,Acres,LOT,Butts County,Jenkinsburg,99000
543,0,0,sqft,LOT,Butts County,Jenkinsburg,25000
544,0,0,Acres,LOT,Henry County,Jenkinsburg,224900
545,0,0,sqft,LOT,Butts County,Jenkinsburg,387000
546,1979,1710,Acres,SINGLE_FAMILY,Butts County,Jenkinsburg,478650
547,1880,0,Acres,LOT,Henry County,Jenkinsburg,816000
548,0,0,Acres,LOT,Mitchell County,Meigs,690000
549,0,0,Acres,LOT,Thomas County,Meigs,29000
550,0,0,Acres,LOT,Thomas County,Meigs,18000
551,0,0,Acres,LOT,Dade County,Lookout Mountain,110000
552,0,2249,Acres,SINGLE_FAMILY,Walker County,Lookout Mountain,559000
553,1950,2442,Acres,SINGLE_FAMILY,Dade County,Lookout Mountain,240000
554,1965,3291,Acres,SINGLE_FAMILY,Dade County,Lookout Mountain,449000
555,1999,3365,Acres,SINGLE_FAMILY,Walker County,Lookout Mountain,700000
556,2000,2465,Acres,SINGLE_FAMILY,Dade County,Lookout Mountain,560000
557,2021,1457,sqft,SINGLE_FAMILY,Dade County,Lookout Mountain,340628
558,2021,2086,sqft,SINGLE_FAMILY,Dade County,Lookout Mountain,356715
559,0,0,Acres,LOT,Walker County,Lookout Mountain,295000
560,2021,1941,sqft,SINGLE_FAMILY,Dade County,Lookout Mountain,373349
561,0,0,Acres,LOT,Dade County,Lookout Mountain,37900
562,0,0,Acres,LOT,Dade County,Lookout Mountain,179000
563,2021,1428,sqft,SINGLE_FAMILY,Dade County,Lookout Mountain,321750
564,2015,3150,Acres,SINGLE_FAMILY,Dade County,Lookout Mountain,850000
565,0,0,Acres,LOT,Walker County,Lookout Mountain,98000
566,0,0,sqft,LOT,Dade County,Lookout Mountain,85000
567,0,0,Acres,LOT,Dade County,Lookout Mountain,45000
568,0,0,Acres,LOT,Dade County,Lookout Mountain,170000
569,0,0,Acres,LOT,Dade County,Lookout Mountain,64900
570,0,0,Acres,LOT,Dade County,Lookout Mountain,64900
571,0,0,Acres,LOT,Dade County,Lookout Mountain,137000
572,0,0,Acres,LOT,Dade County,Lookout Mountain,79500
573,0,0,Acres,LOT,Meriwether County,Woodbury,260316
574,0,0,Acres,LOT,Meriwether County,Woodbury,987000
575,0,0,Acres,LOT,Meriwether County,Woodbury,27500
576,1976,1940,Acres,SINGLE_FAMILY,Meriwether County,Woodbury,235000
577,2009,2524,Acres,SINGLE_FAMILY,Richmond County,Augusta,260000
578,1940,4619,Acres,SINGLE_FAMILY,Richmond County,Augusta,990000
579,2016,1739,sqft,SINGLE_FAMILY,Richmond County,Augusta,245000
580,2009,3726,sqft,SINGLE_FAMILY,Richmond County,Augusta,399999
581,1959,1782,sqft,SINGLE_FAMILY,Richmond County,Augusta,230000
582,2007,1780,sqft,TOWNHOUSE,Richmond County,Augusta,195000
583,1981,1306,sqft,CONDO,Richmond County,Augusta,120000
584,1995,1992,Acres,SINGLE_FAMILY,Richmond County,Augusta,215000
585,2018,2720,sqft,SINGLE_FAMILY,Richmond County,Augusta,299900
586,1946,1166,Acres,SINGLE_FAMILY,Richmond County,Augusta,143500
587,2002,1445,Acres,SINGLE_FAMILY,Richmond County,Augusta,192500
588,2018,2591,Acres,SINGLE_FAMILY,Richmond County,Augusta,339900
589,1965,2717,Acres,SINGLE_FAMILY,Richmond County,Augusta,330000
590,1966,1068,Acres,SINGLE_FAMILY,Richmond County,Augusta,141000
591,1966,2184,Acres,SINGLE_FAMILY,Richmond County,Augusta,330000
592,2007,2045,Acres,TOWNHOUSE,Richmond County,Augusta,259900
593,1985,3178,Acres,SINGLE_FAMILY,Richmond County,Augusta,895000
594,2021,2511,sqft,SINGLE_FAMILY,Richmond County,Augusta,295930
595,1960,1300,Acres,SINGLE_FAMILY,Richmond County,Augusta,180000
596,1930,1530,Acres,SINGLE_FAMILY,Richmond County,Augusta,37000
597,0,0,Acres,LOT,Richmond County,Augusta,47500
598,1980,2400,Acres,SINGLE_FAMILY,Richmond County,Augusta,299900
599,2011,2324,sqft,SINGLE_FAMILY,Richmond County,Augusta,250000
600,1991,3146,Acres,SINGLE_FAMILY,Richmond County,Augusta,388400
601,1966,1633,Acres,SINGLE_FAMILY,Richmond County,Augusta,279000
602,2012,2851,sqft,SINGLE_FAMILY,Richmond County,Augusta,255000
603,2013,2777,Acres,SINGLE_FAMILY,Richmond County,Augusta,334900
604,2012,1911,sqft,SINGLE_FAMILY,Richmond County,Augusta,269900
605,1964,1500,Acres,SINGLE_FAMILY,Richmond County,Augusta,194900
606,1960,3700,Acres,SINGLE_FAMILY,Richmond County,Augusta,559900
607,2018,3065,sqft,TOWNHOUSE,Dekalb County,Atlanta,725000
608,1968,1470,sqft,TOWNHOUSE,Dekalb County,Atlanta,265500
609,1985,1542,sqft,CONDO,Dekalb County,Dunwoody,275000
610,2013,2535,sqft,TOWNHOUSE,Dekalb County,Brookhaven,655000
611,2008,1174,sqft,CONDO,Dekalb County,Atlanta,399900
612,2016,3348,sqft,SINGLE_FAMILY,Dekalb County,Brookhaven,1209000
613,1962,1686,Acres,SINGLE_FAMILY,Dekalb County,Brookhaven,619900
614,2011,2188,sqft,CONDO,Dekalb County,Atlanta,550000
615,1954,0,Acres,SINGLE_FAMILY,Dekalb County,Brookhaven,589000
616,1959,1208,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,435000
617,2005,933,sqft,CONDO,Dekalb County,Chamblee,269900
618,2007,7323,Acres,SINGLE_FAMILY,Dekalb County,Chamblee,1400000
619,1982,0,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,605900
620,1950,948,Acres,SINGLE_FAMILY,Dekalb County,Chamblee,275000
621,2012,1457,sqft,CONDO,Dekalb County,Atlanta,399500
622,1956,1876,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,469900
623,2008,1188,sqft,TOWNHOUSE,Dekalb County,Chamblee,287500
624,1965,2065,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,514900
625,2016,5200,Acres,SINGLE_FAMILY,Dekalb County,Brookhaven,1150000
626,1992,4881,sqft,SINGLE_FAMILY,Dekalb County,Atlanta,695000
627,0,0,sqft,LOT,Dekalb County,Atlanta,275000
628,1969,3675,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,649900
629,1966,2211,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,495000
630,1959,1445,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,450000
631,2001,6540,Acres,SINGLE_FAMILY,Dekalb County,Brookhaven,1350000
632,2021,3110,sqft,SINGLE_FAMILY,Fulton County,Atlanta,849000
633,1997,0,sqft,CONDO,Fulton County,Atlanta,245000
634,2006,745,sqft,CONDO,Fulton County,Atlanta,215000
635,1940,0,sqft,SINGLE_FAMILY,Fulton County,Atlanta,169900
636,1930,1024,sqft,SINGLE_FAMILY,Fulton County,Atlanta,189000
637,2001,1720,sqft,TOWNHOUSE,Fulton County,Atlanta,799000
638,2002,1364,sqft,TOWNHOUSE,Fulton County,Atlanta,520000
639,2007,798,sqft,CONDO,Fulton County,Atlanta,260000
640,1920,972,sqft,SINGLE_FAMILY,Fulton County,Atlanta,250000
641,2004,1260,sqft,SINGLE_FAMILY,Fulton County,Atlanta,360000
642,1930,926,sqft,SINGLE_FAMILY,Fulton County,Atlanta,109900
643,1920,2300,Acres,SINGLE_FAMILY,Fulton County,Atlanta,485000
644,1924,1150,sqft,SINGLE_FAMILY,Fulton County,Atlanta,209500
645,1958,0,sqft,MULTI_FAMILY,Fulton County,Atlanta,1500000
646,2008,885,sqft,CONDO,Fulton County,Atlanta,379900
647,1930,0,sqft,MULTI_FAMILY,Fulton County,Atlanta,299000
648,1960,680,sqft,CONDO,Fulton County,Atlanta,275000
649,2001,800,sqft,CONDO,Fulton County,Atlanta,299000
650,2008,3100,sqft,TOWNHOUSE,Fulton County,Atlanta,850000
651,1944,0,Acres,SINGLE_FAMILY,Fulton County,Atlanta,500000
652,2005,1436,sqft,CONDO,Fulton County,Atlanta,389900
653,1950,1184,sqft,SINGLE_FAMILY,Fulton County,Atlanta,469000
654,1920,1791,sqft,SINGLE_FAMILY,Fulton County,Atlanta,475000
655,1953,0,Acres,SINGLE_FAMILY,Fulton County,Atlanta,569900
656,2002,1706,sqft,CONDO,Fulton County,Atlanta,525000
657,2007,1240,sqft,CONDO,Fulton County,Atlanta,409900
658,1980,1814,sqft,TOWNHOUSE,Fulton County,Atlanta,595000
659,1950,750,sqft,SINGLE_FAMILY,Fulton County,Atlanta,285000
660,2005,4295,sqft,SINGLE_FAMILY,Fulton County,Atlanta,1210000
661,2004,0,sqft,SINGLE_FAMILY,Bibb County,Macon,89000
662,1900,1872,sqft,SINGLE_FAMILY,Bibb County,Macon,173900
663,1900,1200,sqft,SINGLE_FAMILY,Bibb County,Macon,19500
664,0,0,sqft,LOT,Bibb County,Macon,39500
665,1912,2005,sqft,MULTI_FAMILY,Bibb County,Macon,59500
666,1840,0,sqft,SINGLE_FAMILY,Bibb County,Macon,57000
667,0,0,sqft,LOT,Bibb County,Macon,25000
668,0,0,sqft,LOT,Bibb County,Macon,74500
669,1930,1032,sqft,MULTI_FAMILY,Bibb County,Macon,26400
670,1950,720,sqft,MULTI_FAMILY,Bibb County,Macon,57000
671,1900,1818,Acres,SINGLE_FAMILY,Bibb County,Macon,74900
672,1969,2448,sqft,MULTI_FAMILY,Bibb County,Macon,235000
673,1933,0,sqft,SINGLE_FAMILY,Bibb County,Macon,24000
674,2021,1495,sqft,SINGLE_FAMILY,Bibb County,Macon,217000
675,2021,1063,sqft,SINGLE_FAMILY,Bibb County,Macon,170000
676,2020,1063,sqft,SINGLE_FAMILY,Bibb County,Macon,165500
677,2020,740,sqft,SINGLE_FAMILY,Bibb County,Macon,134500
678,2020,1500,sqft,SINGLE_FAMILY,Bibb County,Macon,174000
679,2007,2384,Acres,SINGLE_FAMILY,Spalding County,Griffin,236599
680,0,0,Acres,LOT,Spalding County,Griffin,25000
681,0,0,Acres,LOT,Spalding County,Griffin,26900
682,1957,1734,Acres,SINGLE_FAMILY,Spalding County,Griffin,249900
683,0,0,Acres,LOT,Spalding County,Griffin,525000
684,0,0,Acres,LOT,Spalding County,Griffin,69400
685,0,0,Acres,LOT,Spalding County,Griffin,247500
686,0,0,Acres,LOT,Spalding County,Griffin,49900
687,0,0,Acres,LOT,Spalding County,Griffin,45000
688,0,0,Acres,LOT,Spalding County,Griffin,45000
689,0,0,Acres,LOT,Spalding County,Griffin,89000
690,1973,0,Acres,SINGLE_FAMILY,Spalding County,Griffin,125000
691,2003,1680,Acres,SINGLE_FAMILY,Lamar County,Milner,365000
692,2017,2537,Acres,SINGLE_FAMILY,Spalding County,Griffin,243000
693,2021,3071,Acres,SINGLE_FAMILY,Spalding County,Griffin,429500
694,2021,2533,Acres,SINGLE_FAMILY,Spalding County,Griffin,347400
695,2021,2633,Acres,SINGLE_FAMILY,Spalding County,Griffin,357400
696,0,0,Acres,LOT,Polk County,Cedartown,29900
697,1954,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,129900
698,1935,0,sqft,SINGLE_FAMILY,Dougherty County,Albany,47000
699,1930,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,15900
700,1959,720,sqft,SINGLE_FAMILY,Dougherty County,Albany,16500
701,1946,0,Acres,MULTI_FAMILY,Dougherty County,Albany,99500
702,1977,0,sqft,MULTI_FAMILY,Dougherty County,Albany,38900
703,1954,0,sqft,SINGLE_FAMILY,Dougherty County,Albany,41900
704,1980,0,sqft,MULTI_FAMILY,Dougherty County,Albany,39900
705,1951,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,110000
706,1940,528,sqft,CONDO,Dougherty County,Albany,20000
707,1900,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,194500
708,1930,1784,sqft,SINGLE_FAMILY,Dougherty County,Albany,135000
709,1955,0,sqft,SINGLE_FAMILY,Dougherty County,Albany,49900
710,1946,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,159900
711,1998,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,472500
712,2003,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,479900
713,1980,0,sqft,SINGLE_FAMILY,Dougherty County,Albany,84900
714,1942,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,84000
715,0,0,Acres,LOT,Dougherty County,Albany,49900
716,1970,850,sqft,SINGLE_FAMILY,Dougherty County,Albany,37500
717,1935,0,sqft,SINGLE_FAMILY,Dougherty County,Albany,85000
718,1940,0,sqft,SINGLE_FAMILY,Dougherty County,Albany,124900
719,1940,0,sqft,SINGLE_FAMILY,Dougherty County,Albany,22500
720,1936,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,364000
721,1965,0,Acres,MULTI_FAMILY,Dougherty County,Albany,39900
722,1935,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,45000
723,1999,0,Acres,SINGLE_FAMILY,Dougherty County,Albany,615000
724,1995,0,Acres,SINGLE_FAMILY,Lee County,Albany,250000
725,1961,0,sqft,MULTI_FAMILY,Dougherty County,Albany,39475
726,1961,0,sqft,MULTI_FAMILY,Dougherty County,Albany,39475
727,1930,0,sqft,MULTI_FAMILY,Chatham County,Savannah,0
728,1940,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,795
729,1940,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,895
730,1970,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,71830
731,1950,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,585000
732,1942,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,360000
733,1950,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,65000
734,1895,0,sqft,CONDO,Chatham County,Savannah,275000
735,1946,0,sqft,MULTI_FAMILY,Chatham County,Savannah,349900
736,1930,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,55000
737,1940,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,99000
738,1957,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,149000
739,1920,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,500000
740,1910,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,75000
741,1850,0,sqft,CONDO,Chatham County,Savannah,349900
742,1942,0,sqft,CONDO,Chatham County,Savannah,159900
743,1940,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,210000
744,1929,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,0
745,2007,0,sqft,CONDO,Chatham County,Savannah,239000
746,0,0,sqft,LOT,Chatham County,Savannah,15000
747,1942,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,199900
748,1888,0,sqft,CONDO,Chatham County,Savannah,267000
749,1946,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,158000
750,1930,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,52000
751,1941,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,100000
752,1900,0,sqft,MULTI_FAMILY,Chatham County,Savannah,0
753,1900,0,sqft,MULTI_FAMILY,Chatham County,Savannah,80000
754,1959,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,35000
755,2021,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,460000
756,2016,0,sqft,TOWNHOUSE,Chatham County,Savannah,1774900
757,1901,3142,Acres,SINGLE_FAMILY,Carroll County,Waco,375000
758,1920,1100,Acres,SINGLE_FAMILY,Haralson County,Waco,475000
759,0,0,Acres,LOT,Carroll County,Waco,45000
760,0,0,Acres,LOT,Carroll County,Waco,40000
761,1998,2612,Acres,SINGLE_FAMILY,Carroll County,Waco,400000
762,0,0,Acres,LOT,Carroll County,Bremen,25000
763,1945,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,150000
764,1910,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,65000
